MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
26015,Backkom: Jung-gug Gijeogwi,5.52,"Comedy, Kids",Unknown,빼꼼- 중국기저귀,Special,1,2013,Unknown,Unknown,Unknown,RG Animation Studios,Original,31 sec.,G - All Ages,9609,12859,369,0,4,276,3,43,43,12,2,5,10,40,51,21,7,11,13
26111,Hibike! Wadaiko,6.63,"Drama, Kids",Unknown,ひびけ! 和だいこ,OVA,1,2004,Unknown,Unknown,Unknown,Toei Animation,Unknown,22 min.,G - All Ages,5238,11336,688,0,25,191,12,62,398,13,22,26,27,15,7,5,3,3,5
27437,Mushiba Tetsudou,5.36,"Adventure, Fantasy, Kids",Unknown,虫歯鉄道-Cavity Express-,Movie,1,2009,Unknown,VAP,Unknown,Unknown,Original,11 min.,G - All Ages,10020,13224,327,0,13,191,4,32,87,9,Unknown,2,10,22,36,24,16,5,7
27573,Ubasuteyama,5.48,Drama,Unknown,姥捨山,Movie,1,1925,Unknown,Unknown,Unknown,Unknown,Original,18 min.,G - All Ages,9731,10844,845,0,12,662,6,52,113,11,7,19,61,113,161,50,19,20,15
28047,Kokoro no Chikara,5.24,"Adventure, Romance, Historical",Power of the Heart,心の力,Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Unknown,11 min.,G - All Ages,10242,12204,484,0,11,330,8,43,92,5,2,12,19,34,66,36,24,16,13
28053,Kumo no Ito,5.51,Fantasy,Spider Silk,蜘蛛の糸,Movie,1,1946,Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,9665,10993,789,0,14,456,16,46,257,12,9,12,31,58,98,32,25,13,11
28055,Yuki no Yoru no Yume,5.5,Drama,Dream of a Snowy Night,雪の夜の夢,Movie,1,1947,Unknown,Unknown,Unknown,Unknown,Unknown,8 min.,G - All Ages,9682,13000,352,0,10,228,4,44,66,6,1,5,18,23,39,30,7,8,14
28057,Dangobei Torimonochou: Hirake - Goma no Maki,5.34,"Action, Adventure, Comedy",Unknown,団子兵衛捕物帖 開け―ごまの巻,Movie,1,1952,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,10073,12987,356,1,7,246,4,39,60,9,2,4,11,30,46,21,14,11,16
28067,Kyouryoku Boukuusen,5.1,"Action, Historical, Military",Unknown,協力防空戦,Movie,1,1942,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,10470,13815,273,0,7,168,2,35,61,7,1,1,10,9,25,25,15,15,10
28197,Ofuro no Kazoe Uta,5.23,"Music, Kids",Unknown,おふろのかぞえうた,Music,1,1980,Unknown,Fuji TV,Unknown,Unknown,Music,3 min.,G - All Ages,10264,13983,259,0,4,187,1,29,38,8,4,1,5,18,33,23,13,13,15
28241,Ahiru Rikusentai,5.16,"Action, Military, Historical, Kids",Duck Brigade,あひる陸戰隊,Movie,1,1940,Unknown,Geijutsu Eigasha,Unknown,Unknown,Original,13 min.,G - All Ages,10371,10985,788,3,12,592,8,56,120,12,4,11,46,68,122,57,33,22,20
28245,Ari-chan,5.22,"Music, Comedy",Arichan the Ant,アリチャン,Movie,1,1941,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,10283,11513,642,0,8,488,4,43,99,12,1,13,41,74,93,41,26,19,21
28305,Broots,5.14,"Sci-Fi, Mecha",Unknown,BROOTS,Special,1,1984,Unknown,Unknown,Unknown,TMS Entertainment,Original,5 min.,PG - Children,10425,13072,346,3,7,242,4,33,60,9,2,1,20,23,53,35,16,15,17
28419,Katsura Hime,5.33,"Action, Comedy",Princess Katsura,かつら姫,Movie,1,1937,Unknown,The National Film Center Japan,Unknown,Unknown,Original,2 min.,G - All Ages,10080,12265,475,1,11,350,7,32,75,10,1,15,15,57,62,29,27,10,14
28587,Modern,5.06,Dementia,Unknown,MODERN,Movie,1,2010,Unknown,Mirai Film,Unknown,Unknown,Unknown,6 min.,G - All Ages,10529,11708,592,0,8,453,6,21,104,7,5,11,31,45,82,46,35,27,23
28637,Dreams,4.29,Dementia,Unknown,DREAMS,Movie,1,2011,Unknown,Unknown,Unknown,Unknown,Original,5 min.,R+ - Mild Nudity,10981,10717,899,1,11,659,14,35,180,11,6,6,18,38,54,57,70,62,137
28639,Futon,5.17,"Music, Dementia",Unknown,布団,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10359,11330,691,2,8,538,7,23,115,7,7,20,51,52,86,50,37,28,31
28641,Great Rabbit,4.46,Psychological,The Great Rabbit,グレートラビット,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10914,10967,797,1,9,585,4,27,172,13,2,15,25,53,78,57,59,55,52
28645,Haru no Shikumi,4.53,Dementia,The Mechanism of Spring,春のしくみ,Movie,1,2010,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10920,10838,848,0,4,709,7,25,103,11,7,14,27,54,106,90,70,55,74
28647,Kappo,4.37,"Music, Dementia",Unknown,かっぽ,Movie,1,2006,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10937,11557,629,2,9,522,5,20,73,21,Unknown,7,24,39,60,56,55,49,58
28655,PiKA PiKA,5.12,Unknown,Unknown,PiKA PiKA,Movie,1,2006,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10476,12206,486,2,12,377,1,25,71,4,2,5,27,45,55,47,18,23,35
28657,Red Colored Bridge,3.72,"Dementia, Psychological",Unknown,赤い太鼓橋,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Original,5 min.,R+ - Mild Nudity,11024,10718,891,2,9,717,5,31,129,14,3,6,14,39,63,60,74,96,146
28687,Poker,5.19,Music,Unknown,POKER,Music,1,2014,Unknown,Mirai Film,Unknown,Unknown,Unknown,3 min.,G - All Ages,10348,11375,679,1,11,572,4,24,68,10,8,14,44,72,106,57,38,28,21
28691,Kemurigusa Monogatari,5.08,Comedy,A Story of Cigarettes,煙り草物語,Movie,1,1926,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10521,11225,728,0,9,600,4,38,77,14,3,11,32,97,118,56,39,25,26
28715,Rusty Nail,6.17,"Action, Music, Sci-Fi",Unknown,Rusty Nail,Music,1,1999,Unknown,Warner Music Japan,Unknown,Unknown,Music,5 min.,PG-13 - Teens 13 or older,7469,10329,1064,6,18,869,3,18,156,31,34,67,136,132,115,56,18,18,7
28765,The Baby Birds of Norman McLaren,5.21,Music,Unknown,The Baby Birds of Norman McLaren,Movie,1,2014,Unknown,Mirai Film,Unknown,Unknown,Unknown,3 min.,G - All Ages,10327,12345,461,0,9,368,5,27,52,8,4,11,24,50,69,30,30,17,18
28827,Doubutsu Tonarigumi,5.4,"Kids, Comedy, Historical",The Animal Neighborhood Community,動物となり組,Movie,1,1941,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,9933,13562,294,0,6,183,7,39,59,8,1,6,14,17,21,12,12,11,14
28829,Cinterrier-jou no Hanamuko,5.17,"Comedy, Fantasy, Kids",Miss Cinterrier's Groom,シンテリヤ嬢の花婿,Movie,1,1954,Unknown,Unknown,Unknown,Unknown,Original,13 min.,G - All Ages,10355,13617,288,1,5,178,4,44,57,5,Unknown,4,10,13,19,26,14,12,17
28831,Anomalies,4.58,Psychological,Unknown,Anomalies,Special,1,2013,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10890,11436,667,1,13,418,3,37,196,11,3,5,16,44,37,64,35,52,45
28843,Watashi no Kao,4.13,"Dementia, Horror",Unknown,ワ・タ・シ・ノ・カ・オ,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG-13 - Teens 13 or older,11004,9430,1599,5,22,1241,8,36,292,29,13,21,57,97,131,114,111,123,187
28951,Beluga,4.83,"Dementia, Horror",Unknown,ベールガ,Movie,1,2011,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,R - 17+ (violence & profanity),10739,10699,901,2,9,638,8,28,218,11,5,18,36,70,94,62,42,47,62
28953,Sougiya to Inu,5.03,"Dementia, Horror",The Undertaker and the Dog,葬儀屋と犬,Movie,1,2010,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,10586,11501,649,0,17,420,6,29,177,15,3,10,26,40,80,33,28,23,34
28955,Columbos,4.96,"Police, Drama, Mystery",Unknown,コロンボス,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Unknown,9 min.,G - All Ages,10615,13284,321,0,4,230,5,28,54,5,Unknown,2,7,17,38,29,20,15,20
28959,Kizuna (Special),5.73,"Slice of Life, Romance, Drama",Unknown,絆,Special,1,2012,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,9069,11202,732,2,10,582,4,21,115,7,15,27,74,90,122,43,17,12,9
28987,Kamakura,5.53,"Music, Dementia",Snow Hut,かまくら,Movie,1,2013,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,9607,13204,328,0,12,219,5,20,72,4,4,4,15,30,43,17,11,15,7
28991,Ninja & Soldier,5.9,Psychological,Unknown,NINJA & SOLDIER,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,8514,12928,363,0,15,227,3,26,92,9,6,18,20,35,33,13,11,5,7
28993,Hand Soap,5.13,"Dementia, Psychological",Unknown,ハンドソープ,Movie,1,2008,Unknown,Unknown,Unknown,Unknown,Original,15 min.,R+ - Mild Nudity,10439,11328,692,0,11,444,7,34,196,9,8,19,27,31,54,38,27,37,59
29111,Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho,5.03,Hentai,Unknown,女スパイ拷問 敵の基地は女体拷問所,OVA,1,2001,Unknown,Unknown,Unknown,Unknown,Unknown,40 min.,Rx - Hentai,Unknown,12755,383,1,27,148,18,58,132,7,1,1,7,5,8,15,16,15,39
29293,Isu,4.58,Dementia,The Chair,椅子,Movie,1,1964,Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,10903,11318,698,2,7,512,6,34,139,15,3,11,22,51,68,63,45,50,45
29311,Shousei Shikisai Gensou,4.69,Music,Begone Bell Care; Begone Dull Care,鐘声色彩幻想,Movie,1,2014,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,3 min.,G - All Ages,10848,12243,482,0,8,362,6,28,78,11,1,5,11,41,44,42,39,28,25
29353,Kimi wa Tomodachi,5.42,"Adventure, Fantasy, Music",Unknown,キミはともだち,Music,1,2004,Unknown,Unknown,Unknown,Unknown,Music,5 min.,G - All Ages,9884,14256,241,0,8,170,2,21,40,10,1,2,9,20,41,23,7,11,7
29377,Pulsar,5.47,"Dementia, Music",Pulsar,パルサー(PULSAR),Movie,1,1990,Unknown,NHK,Unknown,Unknown,Unknown,3 min.,G - All Ages,9773,13125,337,0,10,231,6,34,56,14,4,4,14,26,39,23,10,12,15
29409,Juu-nin no Chiisa na Indian,5.29,"Music, Kids",Ten Little Indians,十人の小さなインディアン,Movie,1,1968,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,10141,13976,260,0,6,172,5,36,41,13,Unknown,5,9,9,29,22,9,12,18
29411,12-gatsu no Uta,4.65,"Music, Kids",December Song,12月のうた,Movie,1,1971,Unknown,Unknown,Unknown,Unknown,Other,1 min.,G - All Ages,10844,11439,657,1,11,463,11,68,104,16,Unknown,6,17,41,74,63,31,35,34
29453,Kenka no Ato wa,5.55,"Music, Kids, Romance",Unknown,ケンカのあとは,Music,1,1988,Unknown,Fuji TV,Unknown,Unknown,Music,2 min.,G - All Ages,9548,14107,253,0,8,176,1,33,35,10,4,2,15,19,37,20,11,9,5
29459,Pata Pata Mama,5.15,"Music, Kids",Unknown,パタパタママ,Music,1,1976,Unknown,Fuji TV,Unknown,Unknown,Music,2 min.,G - All Ages,10406,14717,212,0,7,147,1,28,29,8,Unknown,1,8,11,27,18,19,9,9
29551,Kanimanji Engi,5.55,Fantasy,Crab Temple Omen,蟹満寺縁起,Movie,1,1925,Unknown,Unknown,Unknown,Unknown,Other,11 min.,G - All Ages,9553,13120,336,0,7,219,4,37,69,7,1,6,20,24,42,24,7,11,7
29555,Kinken Chochiku Shiobara Tasuke,5.23,Historical,Unknown,勤倹貯蓄 塩原多助,Movie,1,1925,Unknown,Unknown,Unknown,Unknown,Other,9 min.,G - All Ages,10279,13527,298,0,9,203,3,35,48,6,1,2,11,16,34,33,11,9,13
29557,Okuni no Tame ni,5.21,"Military, Historical",For the Kingdom,御国の為に,Movie,1,1928,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10290,13465,301,0,9,191,5,42,54,8,2,2,10,17,25,24,13,12,16
29585,Chikotan,5.53,"Music, Psychological",Unknown,チコタン,Movie,1,1971,Unknown,Unknown,Unknown,Unknown,Unknown,11 min.,G - All Ages,9596,12615,413,1,7,291,3,37,75,12,4,11,26,39,42,26,11,13,14
29587,Home My Home,5.33,"Music, Kids",Unknown,ホーム・マイホーム,Movie,1,1970,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10089,13820,272,0,7,184,3,33,45,10,Unknown,9,10,18,25,16,18,9,10
29597,Hana,4.5,Comedy,Flower,花,Movie,1,1967,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,10914,11247,716,0,4,589,9,31,83,11,2,16,22,45,94,68,49,61,55
29615,Oh Yoko!,4.44,"Romance, Dementia, Music",Unknown,オー・ヨーコ！,Music,1,1973,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,10946,10836,849,0,4,726,5,31,83,11,4,9,32,65,91,99,79,47,73
29617,Good-by Elvis and USA,3.09,"Dementia, Music",Good-bye Elvis and USA,Good-by Elvis and USA,Movie,1,1971,Unknown,Unknown,Unknown,Unknown,Original,7 min.,R+ - Mild Nudity,11062,10258,1098,0,12,917,4,43,122,16,3,6,16,41,51,49,83,109,319
29619,Good-by Marilyn,4.19,"Dementia, Music",Good-by Marilyn,Good-by Marilyn,Movie,1,1971,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,10962,11089,760,0,6,639,4,31,80,11,Unknown,4,11,37,53,52,91,68,132
29623,Jiaoao de Jiangjun,5.57,Drama,Unknown,骄傲的将军,Movie,1,1956,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Original,24 min.,G - All Ages,9521,13065,345,0,10,210,5,36,84,6,Unknown,8,18,47,43,19,9,6,8
29629,Coffee Break,4.97,Dementia,Unknown,コーヒーブレイク,Movie,1,1977,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10609,10999,790,0,10,631,5,33,111,12,4,12,48,80,119,55,44,35,33
29633,Kiseki,4.85,"Music, Dementia",Locus,軌跡,Movie,1,1963,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10727,12609,414,0,5,287,6,37,79,11,Unknown,3,12,25,40,26,30,22,24
29635,Otoko to Onna to Inu,4.88,"Comedy, Romance",Man and Woman and Dog,男と女と犬,Movie,1,1963,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10691,12750,386,0,7,264,5,36,74,8,Unknown,4,15,22,34,39,20,19,22
29637,Samurai,4.92,"Drama, Romance",Unknown,さむらい,Movie,1,1965,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10657,12839,372,0,8,241,8,36,79,10,Unknown,5,12,13,20,25,33,17,31
29649,Tsuiseki,5.14,Dementia,Chase,追跡,Movie,1,1966,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10419,14077,254,0,6,159,5,37,47,8,Unknown,3,7,11,22,16,15,13,12
29653,Futari Zamurai Homare no Kawakiri,5.3,"Samurai, Historical, Drama",Two Samurai,両人侍誉皮切,Movie,1,1963,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10136,13898,269,0,6,166,2,34,61,8,Unknown,3,11,14,23,14,11,12,14
29657,Stone,5.25,Dementia,Unknown,Stone,Movie,1,1975,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10211,12595,418,0,14,187,8,42,167,10,2,2,12,13,27,14,14,12,18
29661,Karma,5.16,Dementia,Unknown,カルマ,Movie,1,1977,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,10373,13198,331,0,4,232,5,32,58,8,Unknown,2,23,21,32,17,15,18,15
29673,Shin Tenchi Souzou,5.29,Comedy,The Creation,新・天地創造,Movie,1,1970,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,10131,13149,336,0,7,214,3,39,73,10,2,4,13,12,34,20,10,13,23
29675,Sarasoujuu no Hana no Iro,5.27,Drama,Spotlight,娑羅双樹の花の色,Movie,1,1971,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,R+ - Mild Nudity,10169,14076,253,0,8,168,3,34,40,8,1,1,6,14,31,14,10,14,15
29677,Kage,5.36,"Drama, Historical",Shadow,かげ,Movie,1,1967,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10003,12957,356,0,9,214,5,33,95,8,1,5,10,20,39,20,9,13,11
29679,Ki Renka,5.27,"Demons, Drama",Oni Love Song,鬼恋歌,Movie,1,1971,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10211,13547,297,0,6,188,2,36,65,4,2,4,14,11,24,25,16,15,9
29681,Odoroki Ban,5.06,Dementia,Phenakistoscope,驚き盤,Movie,1,1975,Unknown,Studio Zero,Unknown,Unknown,Unknown,3 min.,G - All Ages,10535,12865,369,0,7,267,4,33,58,7,2,3,16,13,41,34,25,13,27
29701,Ni-hiki no Sanma (1968),5.28,Comedy,Unknown,二匹のサンマ,Movie,1,1968,Unknown,Unknown,Unknown,Unknown,Original,13 min.,G - All Ages,10144,12721,390,0,5,277,8,31,69,5,3,7,22,31,61,27,22,13,14
29739,Yatterman x Toshiba,5.19,Comedy,Unknown,ヤッターマン×トウシバ,Special,1,2008,Unknown,Opera House,Unknown,Unknown,Unknown,30 sec.,G - All Ages,10350,12971,358,0,11,174,13,49,111,7,Unknown,Unknown,8,17,33,22,11,14,10
29765,Metropolis (2009),5.93,Unknown,Unknown,METROPOLIS,Movie,1,2009,Unknown,Mirai Film,Unknown,Unknown,Unknown,4 min.,G - All Ages,8458,11210,731,1,23,332,11,25,340,18,11,31,33,31,39,12,12,9,13
29766,Playground,5.09,Dementia,Unknown,PLAYGROUND,Movie,1,2010,Unknown,Mirai Film,Unknown,Unknown,Original,3 min.,G - All Ages,10505,12090,509,1,8,400,7,22,72,7,3,6,24,40,72,50,26,17,29
29768,Fantastic Cell,4.82,Dementia,Unknown,FANTASTIC CELL,Movie,1,2003,Unknown,Mirai Film,Unknown,Unknown,Unknown,6 min.,G - All Ages,10752,11619,616,0,6,482,5,28,95,11,2,10,25,48,85,61,40,30,29
29771,Recorder,5.14,"Dementia, Music",Unknown,RECORDER,Movie,1,2006,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10412,11930,546,0,9,428,3,25,81,9,1,9,26,59,79,41,22,25,15
29772,Calm,5.69,"Dementia, Music",Unknown,Calm,Movie,1,2007,Unknown,Unknown,Unknown,Unknown,Unknown,7 min.,G - All Ages,9175,9793,1366,3,19,1065,12,29,241,22,24,65,135,171,156,78,47,31,24
29791,Are wa Dare?,5.48,Kids,Who's That?,あれはだれ?,Movie,1,1976,Unknown,Unknown,Unknown,Unknown,Unknown,21 min.,G - All Ages,9713,13499,297,0,8,169,4,43,73,10,1,3,15,22,19,15,10,8,10
29793,Chikara Bashi,5.59,Kids,The Strong Bridge,ちからばし,Movie,1,1976,Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,9438,13641,286,0,5,174,6,41,60,5,3,3,9,27,33,11,14,6,9
29870,Kagami,5.32,Romance,Unknown,かがみ,Movie,1,1960,Unknown,Unknown,Unknown,Unknown,Original,12 min.,G - All Ages,10085,13582,291,0,7,171,4,34,75,8,Unknown,5,10,15,29,20,15,8,8
29897,Beer Mukashi Mukashi,5.49,Historical,Unknown,ビールむかしむかし,Movie,1,1956,Unknown,Dentsu,Unknown,Unknown,Original,12 min.,G - All Ages,9714,13480,303,0,5,195,5,38,60,8,1,3,20,18,30,15,16,7,11
29902,A Play,4.68,"Music, Dementia",Unknown,A PLAY,Music,1,2011,Unknown,Unknown,Unknown,TYMOTE,Original,6 min.,G - All Ages,10848,11855,559,0,15,420,3,44,77,12,2,6,21,43,58,50,53,32,32
29904,Yellow,5.14,Psychological,Unknown,YELLOW,Movie,1,2003,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,10413,12484,432,1,7,294,2,30,99,8,5,4,13,38,39,19,26,21,33
29905,"Yasashii Fue, Tori, Ishi",4.66,Dementia,"Gentle Whistle, Bird and Stone",やさしい笛、鳥、石,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10845,12394,452,2,10,339,4,30,69,6,2,6,15,27,45,38,28,32,31
29906,Kakari,4.67,Psychological,A Clerk in Charge,係,Movie,1,2004,Unknown,Unknown,Unknown,Unknown,Original,6 min.,PG-13 - Teens 13 or older,10858,12717,394,1,5,296,2,22,69,9,2,3,15,26,27,39,37,28,32
29907,Fue,4.4,Dementia,A Whistle,笛,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Other,5 min.,PG - Children,10929,12004,523,0,5,381,3,24,110,7,2,2,9,23,39,38,52,45,53
29908,Kodomo no Kaitei no Koto,4.36,Psychological,The Thing of Rotation for a Child,子供の廻転の事,Movie,1,2004,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10943,12467,436,0,6,326,3,25,76,8,1,1,10,19,32,40,37,35,44
29921,Bunbuku Chagama (1958),5.49,Unknown,Unknown,ぶんぶくちゃがま,Movie,1,1958,Unknown,"Dentsu, Dentsu Eigasha Tokyo",Unknown,Unknown,Other,13 min.,G - All Ages,9701,13849,268,0,8,159,3,43,55,8,1,Unknown,8,16,34,15,11,4,11
29927,Kaguya-hime,6.79,"Historical, Kids",Unknown,かぐや姫,Movie,1,1961,Unknown,Gakken Eigakyoku,Unknown,Unknown,Unknown,26 min.,G - All Ages,4497,9439,1591,7,37,768,26,60,700,81,60,92,108,96,60,19,9,7,14
29932,Yume,5.14,Dementia,Unknown,Yume,Movie,1,2006,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10420,11851,560,0,15,408,9,36,92,6,2,9,22,55,81,29,21,24,25
29943,Crazy for It,5.85,"Dementia, Music",Unknown,crazy for it,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,8680,9260,1700,6,18,1381,9,32,260,38,58,104,177,219,169,105,36,46,50
29944,Kuchao,5.09,Dementia,A Gum Boy,くちゃお,Movie,1,2010,Unknown,Geidai Animation,Unknown,Unknown,Unknown,3 min.,G - All Ages,10501,11176,740,0,12,618,7,27,76,8,12,15,46,87,87,60,38,35,64
29946,Orchestra,5.13,Music,Unknown,オーケストラ,Music,1,2008,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10418,12510,430,0,6,353,3,18,50,9,Unknown,10,28,50,68,31,31,19,16
29949,Nami,2.35,Dementia,Unknown,NAMI,Movie,1,2000,Unknown,Unknown,Unknown,Unknown,Original,3 min.,R+ - Mild Nudity,11047,4856,10296,62,199,8830,39,142,1086,532,37,58,79,141,223,203,337,915,4891
29952,Kairaku no Sono,4.65,"Dementia, Music",The Garden of Pleasure,快楽の園,Movie,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,R+ - Mild Nudity,10848,12032,526,0,9,417,4,24,72,6,1,8,16,42,51,56,37,31,56
29954,Embah,4.08,Dementia,Unknown,embah,ONA,1,2010,Unknown,Unknown,Unknown,Unknown,Original,8 min.,G - All Ages,10996,12025,519,0,9,403,5,23,79,8,1,6,3,25,27,55,54,54,67
29955,Insomniac,5.28,Music,Unknown,insomniac,Music,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,10153,13609,289,0,6,222,2,15,44,7,3,4,10,33,34,15,19,17,16
29956,Swimming,5.43,Dementia,Unknown,SWIMMING,Movie,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,9843,13700,281,0,8,182,4,25,62,5,1,2,14,28,27,21,12,7,11
29957,Count Down,4.17,Dementia,Unknown,カウントダウン,Movie,1,2011,Unknown,Unknown,Unknown,Unknown,Original,36 sec.,G - All Ages,10998,11329,694,0,5,608,4,23,54,6,1,2,18,30,87,67,60,72,92
29971,Landmark,4.72,Dementia,Unknown,landmark,ONA,1,2007,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10824,13397,310,0,7,226,5,24,48,4,Unknown,Unknown,1,11,20,26,19,34,36
29972,Hakuchuu Meikyuu,5.11,Dementia,Unknown,白昼迷宮,ONA,1,2004,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,10454,14065,253,0,5,177,3,18,50,3,3,2,2,8,14,14,21,18,32
29973,Aya Hito Shiki to Iu na no Ishi Hata,4.44,Dementia,Unknown,彩人四季という名の意思畑,ONA,1,2006,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,10917,12304,465,0,6,335,6,27,91,6,1,3,2,15,25,31,42,48,55
29980,Adventures in Beauty Wonderland,4.05,"Adventure, Dementia",Unknown,Adventures in Beauty Wonderland,Movie,1,2013,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10984,9072,1825,5,21,1446,11,49,298,19,9,20,59,104,173,162,126,139,184
29984,Crayon Angel,3.76,Dementia,Crayon Angel,CRAYON ANGEL,Movie,1,1975,Unknown,Unknown,Unknown,Unknown,Original,2 min.,R+ - Mild Nudity,11011,10719,887,0,16,732,3,38,98,8,2,5,31,35,64,81,85,81,147
29988,Commercial War,4.87,Dementia,Commercial War,Commercial War,Movie,1,1971,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,10720,12635,409,0,6,293,4,33,73,8,3,6,13,18,37,24,27,27,43
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,4.68,Dementia,Breathing of the Wind:Animation Correspondence,風の呼吸（アニメーションによる往復書簡）,Movie,1,2001,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10854,12989,356,0,7,259,6,25,59,8,2,2,8,13,31,34,26,23,39
29995,The Embryo Develops into a Fetus,3.87,Dementia,Unknown,The Embryo Develops into a Fetus,ONA,1,2014,Unknown,Mirai Film,Unknown,Unknown,Original,1 min.,G - All Ages,11016,9611,1481,3,12,1287,7,34,141,46,5,13,23,64,168,132,127,138,218
30012,Tekusuke Monogatari,5.49,Historical,Unknown,テク助物語,Movie,1,1938,Unknown,The National Film Center Japan,Unknown,Unknown,Unknown,9 min.,G - All Ages,9707,13742,278,0,9,182,3,39,45,6,2,4,7,18,28,20,7,18,12
30018,Norakuro Nitouhei,5.68,Kids,Unknown,のらくろ二等兵,Movie,1,1935,Unknown,The National Film Center Japan,Unknown,Unknown,Manga,11 min.,G - All Ages,9199,13354,314,0,8,197,10,48,51,4,5,2,13,23,40,18,5,6,16
30019,Norakuro Ittouhei,5.32,Kids,Unknown,のらくろ一等兵,Movie,1,1935,Unknown,The National Film Center Japan,Unknown,Unknown,Manga,10 min.,G - All Ages,10112,13499,301,0,7,188,8,48,50,4,1,4,9,19,42,14,12,10,14
